company_size,customer_segment,contract_type,plan_type,region,age_group,onboarding_completion_pct,arpu,mrr,mrr_segment,expansion_mrr,payment_failures_6m,tenure_months,tenure_bucket,dau_wau_ratio,feature_adoption_rate,login_frequency_monthly,api_calls_monthly,integrations_active,seats_utilized_pct,usage_trend_3m,usage_trend_6m,support_tickets_6m,avg_ticket_resolution_days,nps_score,csat_score,executive_sponsor,decision_maker_change,qbr_meetings_yearly,health_score,customer_growth_pct,competitor_evaluation,contract_renewal_days,churned
2,Mid-Market,2,Premium,North America,18-25,85.1,539.81,16984.17,Low Value,704.23,0,39,> 2 years,0.47,0.501,20.5,9109.0,2,58.2,-0.057,-0.102,2,2.7,8,3.8,1,1,1,55.5,42.23,0,241,0
3,Enterprise,1,Standard,Europe,26-35,50.0,1936.77,151136.26,High Value,738.15,0,40,> 2 years,0.806,0.607,59.5,7402.0,9,38.0,-0.086,-0.134,2,2.5,5,4.7,1,0,1,49.1,55.72,0,177,0
1,SMB,1,Basic,North America,26-35,44.6,371.6,11476.12,Mid Value,126.84,4,3,< 6 months,0.038,0.335,15.0,2726.0,0,19.7,-0.054,-0.005,14,5.7,6,1.3,0,0,1,18.4,-9.9,1,-22,1
1,SMB,2,Basic,LATAM,18-25,78.3,1775.73,67767.14,Mid Value,1293.22,1,26,> 2 years,0.666,0.535,13.4,75927.0,5,60.1,0.464,0.334,4,3.3,5,4.7,1,0,2,75.9,53.06,0,330,0
1,SMB,1,Basic,APAC,50+,16.9,539.47,13812.75,Mid Value,190.24,2,8,6-12 months,0.261,0.186,12.0,871.0,1,13.5,-0.745,-0.919,13,17.1,3,2.7,0,2,2,52.2,-33.77,1,46,1
1,SMB,1,Standard,APAC,50+,16.1,288.11,9194.5,Mid Value,93.4,3,3,< 6 months,0.305,0.357,6.9,810.0,0,52.3,0.306,0.328,20,6.4,2,1.1,0,0,1,49.7,-9.89,0,74,1
1,SMB,0,Basic,Europe,36-50,82.3,1542.91,51653.0,Mid Value,711.62,2,25,> 2 years,0.463,0.347,26.2,70814.0,7,80.0,0.428,0.252,1,1.4,10,4.0,0,1,1,100.0,69.82,0,275,0
2,Mid-Market,0,Standard,North America,26-35,77.1,1415.6,103209.68,High Value,892.88,1,8,6-12 months,0.677,0.382,34.0,6101.0,2,100.0,0.303,0.245,2,5.1,9,3.4,1,0,1,97.1,43.49,0,247,0
2,Mid-Market,1,Standard,LATAM,26-35,68.9,308.36,10730.81,Low Value,779.24,0,41,> 2 years,0.597,0.67,36.8,99151.0,3,75.2,0.238,0.358,6,4.7,9,3.3,1,1,4,99.8,29.12,0,290,0
1,SMB,0,Premium,Europe,36-50,51.4,667.16,6236.5,Low Value,14.85,0,68,> 2 years,0.369,0.554,22.3,33793.0,3,100.0,0.144,0.124,1,2.2,10,4.5,0,0,3,51.3,62.15,0,193,0
3,Enterprise,0,Premium,LATAM,36-50,60.6,690.33,48211.12,Mid Value,1170.29,1,29,> 2 years,0.486,0.819,14.9,87645.0,6,79.0,0.796,0.994,6,3.9,6,4.0,1,1,3,80.0,31.72,0,241,0
3,Enterprise,0,Standard,Europe,18-25,48.0,793.52,60916.93,Mid Value,511.12,0,60,> 2 years,0.668,0.37,38.3,12437.0,1,85.0,0.801,0.974,1,1.8,9,4.2,1,1,2,88.4,-9.48,0,308,0
3,Enterprise,1,Standard,LATAM,26-35,70.0,1234.66,103812.02,High Value,375.22,0,46,> 2 years,0.51,0.39,50.3,2998.0,1,73.0,0.458,0.405,2,1.3,6,4.8,1,0,3,64.4,58.37,0,231,0
2,Mid-Market,0,Enterprise,LATAM,26-35,92.9,2522.46,163769.83,High Value,594.78,0,64,> 2 years,0.495,0.818,11.2,98199.0,5,72.7,0.155,0.2,3,1.6,7,4.4,1,0,1,87.0,13.36,0,31,0
2,Mid-Market,1,Enterprise,Europe,36-50,57.1,1189.8,31836.27,Low Value,208.67,0,70,> 2 years,0.503,0.648,11.1,28322.0,2,55.6,-0.205,-0.252,5,0.4,6,3.9,1,2,1,91.9,6.95,1,101,0
3,Enterprise,1,Enterprise,North America,26-35,64.6,809.12,22134.31,Low Value,928.74,0,36,> 2 years,0.53,0.702,17.5,97647.0,10,67.0,0.201,0.165,7,0.7,8,4.1,1,0,1,80.0,41.21,1,120,0
2,Mid-Market,0,Standard,North America,26-35,26.6,364.71,23670.0,High Value,51.36,4,14,1-2 years,0.336,0.216,6.0,685.0,1,22.6,0.142,0.039,9,8.0,2,1.9,1,1,2,42.9,-14.58,0,36,1
3,Enterprise,1,Enterprise,Europe,36-50,41.2,1722.8,61951.36,Mid Value,968.31,0,25,> 2 years,0.332,0.632,38.0,26702.0,8,82.1,0.286,0.197,1,4.0,9,4.3,1,3,2,57.6,2.49,0,323,0
3,Enterprise,1,Standard,North America,18-25,72.7,1670.83,73981.09,Mid Value,1470.14,0,37,> 2 years,0.697,0.525,33.9,40852.0,2,78.5,0.439,0.53,4,2.2,6,3.2,1,1,2,55.0,75.21,1,329,0
1,SMB,0,Enterprise,Europe,26-35,40.0,951.16,36402.31,Mid Value,1284.35,1,16,1-2 years,0.599,0.808,31.4,74626.0,7,63.6,-0.027,0.023,3,3.1,8,3.9,1,0,2,90.8,5.07,0,123,0
2,Mid-Market,0,Enterprise,Europe,36-50,66.6,1549.81,120040.24,High Value,497.31,0,24,1-2 years,0.618,0.478,54.9,79329.0,10,61.5,0.092,0.009,0,4.7,6,2.4,0,0,3,66.8,53.1,0,194,0
1,SMB,0,Standard,APAC,18-25,54.8,48.02,498.8,Low Value,130.57,2,22,1-2 years,0.154,0.31,4.2,1039.0,1,59.0,-0.845,-0.743,10,7.8,0,2.3,0,2,1,22.6,5.36,1,-23,1
1,SMB,0,Basic,LATAM,36-50,30.8,43.75,1636.92,Low Value,84.57,3,8,6-12 months,0.157,0.13,5.2,32.0,1,49.9,-0.815,-0.876,12,12.3,6,1.6,0,2,2,57.0,-24.84,0,82,1
2,Mid-Market,0,Basic,LATAM,18-25,98.8,1599.46,43499.91,Mid Value,135.32,0,8,6-12 months,0.223,0.922,57.8,17210.0,3,78.6,0.397,0.323,3,0.3,7,5.0,1,0,4,71.4,51.99,0,325,0
3,Enterprise,0,Premium,Europe,18-25,40.0,1000.46,56188.93,Mid Value,1330.6,0,16,1-2 years,0.421,0.396,54.9,59628.0,11,82.0,0.829,0.852,5,0.6,10,4.7,0,0,1,74.4,79.5,0,281,0
2,Mid-Market,1,Standard,LATAM,26-35,40.0,214.68,4237.21,Low Value,727.47,0,7,6-12 months,0.75,0.615,12.6,64376.0,2,90.4,-0.333,-0.319,5,3.4,10,4.4,0,0,4,88.5,73.71,0,271,0
2,Mid-Market,1,Enterprise,North America,50+,78.7,291.7,11712.48,Low Value,1428.34,1,44,> 2 years,0.514,0.845,20.9,100984.0,1,92.8,-0.035,-0.07,6,1.5,7,2.9,1,1,2,74.5,2.98,0,261,0
1,SMB,1,Basic,LATAM,26-35,62.7,2369.5,59830.21,Mid Value,2.22,1,16,1-2 years,0.221,0.541,16.9,70520.0,9,90.5,-0.177,-0.185,4,0.2,9,3.4,0,0,3,58.2,3.07,0,124,0
2,Mid-Market,1,Enterprise,Europe,26-35,80.9,922.14,49540.02,Mid Value,1127.16,0,36,> 2 years,0.37,0.7,15.4,76533.0,8,77.0,0.721,0.688,0,4.4,9,2.9,1,0,3,45.2,-4.82,0,304,0
1,SMB,1,Premium,North America,18-25,59.1,720.32,18243.55,Low Value,339.45,1,20,1-2 years,0.637,0.62,0.1,31035.0,2,85.2,-0.18,-0.027,2,2.0,10,3.7,1,1,3,81.6,69.45,0,328,0
2,Mid-Market,2,Standard,APAC,26-35,13.9,444.24,26153.07,High Value,52.22,2,2,< 6 months,0.267,0.301,9.5,3147.0,0,53.4,-0.899,-0.716,11,16.3,1,2.8,0,0,0,45.2,8.06,1,15,1
1,SMB,0,Standard,Europe,50+,18.1,328.71,8569.12,Mid Value,131.8,1,4,< 6 months,0.264,0.424,7.6,3665.0,2,39.7,-0.779,-0.847,11,9.5,0,1.9,0,1,0,25.4,-15.2,1,26,1
3,Enterprise,1,Enterprise,APAC,18-25,56.1,524.55,54816.49,Mid Value,324.16,0,70,> 2 years,0.693,0.84,49.0,66502.0,5,65.4,-0.318,-0.25,7,1.4,10,4.0,0,1,4,98.6,-3.48,0,172,0
3,Enterprise,2,Standard,North America,50+,72.4,2093.77,129230.59,High Value,164.96,0,41,> 2 years,0.706,0.637,29.2,91652.0,6,71.3,0.754,1.008,6,2.8,7,4.4,0,0,2,40.0,41.64,0,55,0
2,Mid-Market,1,Standard,Europe,18-25,95.4,669.92,15425.13,Low Value,1182.55,0,33,> 2 years,0.554,0.502,35.2,3471.0,2,30.0,-0.313,-0.345,6,4.5,6,3.4,1,0,1,79.5,50.21,1,198,0
1,SMB,0,Premium,Europe,36-50,42.7,1481.56,20885.18,Low Value,1371.45,1,70,> 2 years,0.544,0.521,40.1,66905.0,6,84.7,0.97,1.151,3,3.0,9,3.2,0,1,2,52.4,29.0,0,287,0
1,SMB,2,Standard,North America,26-35,44.1,663.08,15356.37,Low Value,527.93,1,51,> 2 years,0.334,0.519,7.5,89420.0,11,92.2,0.069,0.035,2,3.5,6,4.2,1,1,2,62.7,23.9,0,285,0
1,SMB,1,Standard,APAC,36-50,11.0,495.02,12121.82,Mid Value,173.35,4,20,1-2 years,0.355,0.029,9.4,877.0,0,25.7,-0.593,-0.396,9,4.4,6,1.2,0,1,0,37.5,-10.93,1,23,1
2,Mid-Market,0,Basic,North America,26-35,67.1,1708.87,39415.5,Mid Value,57.06,1,40,> 2 years,0.267,0.844,57.6,65500.0,3,85.9,0.937,0.647,3,2.4,9,3.5,0,0,4,63.0,14.62,0,311,0
2,Mid-Market,1,Basic,North America,18-25,75.2,808.7,24528.28,Low Value,127.48,0,21,1-2 years,0.455,0.878,9.1,56983.0,1,74.9,0.927,0.991,7,2.4,10,4.4,1,0,2,52.6,19.37,0,269,0
1,SMB,1,Basic,North America,36-50,28.7,498.43,17194.59,High Value,37.7,3,19,1-2 years,0.106,0.224,16.2,3019.0,0,10.0,-0.185,-0.188,17,6.4,0,3.0,0,2,1,48.4,-5.37,1,-11,1
2,Mid-Market,1,Standard,North America,50+,82.0,2222.39,138311.03,High Value,862.4,1,16,1-2 years,0.509,0.865,56.2,34508.0,5,100.0,0.088,-0.006,3,3.9,10,3.2,1,1,1,53.3,7.99,0,108,0
1,SMB,0,Premium,Europe,26-35,66.2,1036.86,28932.82,Low Value,597.59,1,22,1-2 years,0.725,0.585,53.2,10367.0,6,84.2,0.145,0.135,7,2.3,5,4.0,1,1,3,66.9,30.11,0,241,0
3,Enterprise,2,Premium,North America,36-50,71.4,1041.08,63553.51,Mid Value,840.67,2,42,> 2 years,0.649,0.45,36.7,22479.0,9,67.4,0.848,0.898,4,4.6,8,2.5,0,1,3,97.5,8.23,0,60,0
2,Mid-Market,2,Premium,Europe,26-35,62.9,976.74,69521.23,Mid Value,926.25,1,69,> 2 years,0.462,0.445,26.0,47862.0,8,94.9,0.119,0.056,7,1.7,7,4.4,1,0,1,82.6,4.38,0,113,0
3,Enterprise,2,Standard,Europe,36-50,72.9,2029.38,154962.25,High Value,1338.04,2,12,6-12 months,0.187,0.585,14.1,53769.0,9,89.0,0.812,0.943,7,4.2,7,4.7,1,1,4,75.3,17.17,1,302,0
2,Mid-Market,1,Enterprise,North America,26-35,60.1,485.76,33240.99,Low Value,1280.12,0,10,6-12 months,0.367,0.671,45.3,47731.0,10,70.4,-0.207,-0.223,1,4.1,5,4.5,0,0,1,94.6,53.72,0,61,0
2,Mid-Market,0,Standard,LATAM,36-50,72.5,445.0,22563.71,Low Value,324.56,0,23,1-2 years,0.505,0.636,9.8,51077.0,7,73.7,0.521,0.57,2,0.3,9,3.0,1,0,1,57.4,41.87,1,151,0
3,Enterprise,0,Standard,LATAM,50+,57.0,1226.14,30274.78,Low Value,49.15,1,37,> 2 years,0.439,0.999,36.7,53989.0,6,39.9,0.577,0.664,1,4.4,8,4.6,0,1,4,79.8,41.83,0,75,0
3,Enterprise,1,Basic,LATAM,26-35,55.2,186.64,19455.33,Low Value,361.16,0,62,> 2 years,0.655,0.746,41.2,75894.0,9,93.2,0.431,0.484,1,3.3,9,4.4,1,0,2,71.9,2.08,0,113,0
2,Mid-Market,0,Standard,LATAM,18-25,64.9,2093.1,146539.53,High Value,969.03,0,55,> 2 years,0.25,0.897,45.5,35977.0,9,54.9,-0.039,-0.072,2,3.4,10,3.9,1,0,2,74.5,10.77,0,177,0
3,Enterprise,1,Basic,APAC,26-35,59.6,2126.07,131754.54,High Value,946.77,0,33,> 2 years,0.665,0.51,50.6,12466.0,2,87.0,0.63,0.694,5,3.1,8,4.3,1,0,4,73.0,3.52,0,156,0
2,Mid-Market,1,Enterprise,North America,36-50,35.5,506.42,23503.5,High Value,158.28,3,18,1-2 years,0.182,0.354,9.3,2283.0,0,39.9,-0.889,-0.644,17,5.8,7,2.1,1,0,2,10.9,-23.96,1,88,1
3,Enterprise,2,Premium,Europe,26-35,60.6,1259.2,66888.72,Mid Value,305.64,0,59,> 2 years,0.396,0.605,56.7,39452.0,10,82.1,0.921,1.192,3,4.8,10,3.6,0,0,3,68.0,12.6,0,237,0
1,SMB,1,Premium,Europe,36-50,87.6,1569.63,42655.38,Mid Value,578.91,0,60,> 2 years,0.306,0.824,26.6,9912.0,11,76.6,0.213,0.186,2,2.4,6,3.9,0,0,4,65.8,65.59,0,46,0
1,SMB,0,Enterprise,APAC,18-25,60.7,1463.11,17103.68,Low Value,687.8,0,9,6-12 months,0.303,0.836,27.7,40426.0,5,58.8,-0.504,-0.548,3,4.4,6,3.7,1,0,3,99.8,47.54,0,68,0
1,SMB,1,Premium,LATAM,18-25,63.2,773.5,28702.69,Low Value,1308.59,0,58,> 2 years,0.524,0.537,12.3,46569.0,4,70.7,0.784,0.925,0,3.3,7,4.2,1,0,1,62.1,69.76,0,264,0
3,Enterprise,1,Enterprise,LATAM,18-25,51.3,2436.36,154660.67,High Value,401.07,0,57,> 2 years,0.348,0.568,27.6,15081.0,7,86.3,0.213,0.136,5,1.9,8,4.3,1,0,1,80.5,45.51,0,351,0
2,Mid-Market,2,Enterprise,LATAM,50+,76.5,1413.21,103302.54,High Value,1486.47,0,30,> 2 years,0.485,0.816,51.8,91865.0,3,89.8,-0.267,-0.369,3,1.7,5,3.0,1,1,2,72.6,2.28,0,160,0
1,SMB,1,Premium,Europe,26-35,49.2,1159.55,20774.99,Low Value,1106.45,0,10,6-12 months,0.568,0.338,48.6,8082.0,11,85.3,0.638,0.643,6,3.7,8,3.9,0,0,4,69.7,10.87,1,99,0
1,SMB,1,Enterprise,Europe,26-35,77.4,730.53,12766.87,Low Value,602.6,0,43,> 2 years,0.585,0.546,51.9,32558.0,10,81.7,-0.022,-0.049,5,2.9,10,4.3,0,1,2,99.0,37.25,0,228,0
1,SMB,0,Premium,North America,26-35,52.8,636.98,17113.77,Low Value,454.47,0,53,> 2 years,0.518,0.444,37.0,94773.0,10,74.5,0.21,0.221,4,2.3,5,3.9,1,0,4,73.7,-2.88,1,86,0
3,Enterprise,2,Basic,North America,36-50,80.4,464.13,48474.95,Mid Value,1149.3,0,14,1-2 years,0.107,0.396,39.9,75741.0,10,92.0,0.508,0.42,6,0.7,6,4.5,1,0,3,68.4,-4.84,1,307,0
3,Enterprise,1,Premium,Europe,26-35,60.5,298.46,19476.82,Low Value,1250.22,1,5,< 6 months,0.751,0.424,34.7,58836.0,8,73.5,0.024,0.075,0,0.2,8,3.8,1,0,3,66.7,15.36,1,145,0
1,SMB,1,Standard,Europe,18-25,53.8,763.71,13654.38,Low Value,1064.2,0,70,> 2 years,0.478,0.862,14.6,86136.0,9,58.7,-0.142,-0.154,1,4.5,5,4.8,1,0,1,79.5,28.99,0,280,0
1,SMB,0,Premium,LATAM,36-50,66.7,282.09,10811.26,Low Value,856.53,0,40,> 2 years,0.605,0.353,12.2,31642.0,7,56.1,0.43,0.415,6,2.8,5,3.4,1,0,3,57.9,48.34,0,163,0
3,Enterprise,0,Basic,North America,50+,23.1,403.82,43041.15,High Value,59.71,2,14,1-2 years,0.199,0.375,1.8,1160.0,1,5.4,-0.414,-0.569,9,5.8,6,1.6,0,2,0,33.2,-8.25,1,65,1
3,Enterprise,1,Standard,LATAM,26-35,61.8,1698.81,195762.15,High Value,1048.48,0,33,> 2 years,0.885,0.83,54.4,52762.0,10,90.0,-0.078,-0.063,0,0.2,7,4.4,1,0,3,91.4,73.44,0,56,0
3,Enterprise,0,Standard,North America,18-25,61.5,1952.03,52542.39,Mid Value,507.27,0,37,> 2 years,0.734,0.571,58.8,55957.0,4,85.1,0.536,0.59,2,4.4,10,3.7,0,0,4,92.9,80.08,0,166,0
3,Enterprise,1,Enterprise,APAC,26-35,73.4,2462.14,183248.86,High Value,65.84,0,8,6-12 months,0.324,0.641,35.4,21545.0,4,58.0,0.382,0.498,2,3.6,5,4.2,1,1,3,62.7,-6.19,0,162,0
2,Mid-Market,1,Enterprise,North America,18-25,84.4,1367.58,51458.48,Mid Value,445.04,0,45,> 2 years,0.34,0.917,4.6,5231.0,1,62.9,0.884,0.797,7,1.9,6,3.9,1,1,2,59.1,-0.65,1,300,0
2,Mid-Market,1,Premium,APAC,36-50,73.8,490.09,31645.65,Low Value,1471.76,2,57,> 2 years,0.529,0.709,54.1,61287.0,7,100.0,0.019,-0.065,4,3.4,8,3.3,0,0,3,100.0,76.79,0,256,0
1,SMB,0,Standard,North America,50+,20.0,638.42,7005.22,Mid Value,22.61,3,14,1-2 years,0.185,0.227,5.1,1993.0,3,37.2,-0.74,-0.877,17,4.0,5,1.1,0,1,2,35.8,-8.39,0,18,1
2,Mid-Market,0,Premium,LATAM,18-25,75.3,1430.13,57401.72,Mid Value,1197.19,1,14,1-2 years,0.623,0.439,62.5,48826.0,4,39.2,0.84,1.01,5,2.5,9,3.8,0,0,2,72.0,16.84,1,239,0
2,Mid-Market,1,Basic,Europe,36-50,100.0,1072.69,64666.04,Mid Value,1140.74,0,63,> 2 years,0.792,0.623,44.7,9930.0,3,58.6,0.114,0.149,1,3.8,6,4.8,1,0,1,62.5,29.15,0,289,0
3,Enterprise,2,Premium,Europe,26-35,65.4,2400.54,158641.13,High Value,401.37,1,51,> 2 years,0.673,0.562,46.8,71395.0,11,76.0,0.022,0.005,0,2.8,7,4.1,1,0,4,80.2,41.26,0,106,0
2,Mid-Market,2,Standard,LATAM,26-35,40.0,1536.89,95052.64,High Value,743.56,0,61,> 2 years,0.891,0.904,42.3,86989.0,2,91.9,0.196,0.055,4,4.7,5,4.5,1,1,1,100.0,37.24,0,271,0
3,Enterprise,1,Premium,North America,36-50,83.8,1879.87,88605.73,High Value,544.2,2,42,> 2 years,0.551,0.744,40.6,85437.0,9,68.8,0.943,0.626,6,0.8,9,3.2,0,1,2,86.1,72.98,1,264,0
3,Enterprise,0,Standard,LATAM,36-50,78.4,732.43,24632.27,Low Value,1065.99,0,33,> 2 years,0.608,0.624,45.7,66499.0,1,63.1,0.97,1.107,4,4.5,10,2.6,1,0,3,99.2,41.12,0,243,0
3,Enterprise,2,Basic,LATAM,36-50,75.1,1586.64,85150.98,High Value,1165.49,0,7,6-12 months,0.513,0.314,63.6,39763.0,3,91.0,0.663,0.606,7,2.9,7,4.8,1,0,3,57.5,6.47,0,262,0
1,SMB,0,Premium,Europe,36-50,46.7,372.7,11717.56,Low Value,743.59,0,34,> 2 years,0.652,0.423,27.0,24546.0,3,92.8,0.363,0.481,7,0.8,8,4.5,1,0,3,87.5,25.88,0,115,0
2,Mid-Market,1,Enterprise,Europe,26-35,89.9,2274.34,109721.89,High Value,662.58,1,15,1-2 years,0.354,0.877,11.8,9438.0,1,58.0,0.856,0.667,7,3.8,8,3.9,1,1,4,95.6,54.93,0,152,0
1,SMB,2,Premium,Europe,26-35,71.9,1486.82,15247.13,Low Value,1043.81,1,60,> 2 years,0.587,0.678,33.3,82379.0,1,76.4,0.741,0.597,5,2.8,6,4.2,0,0,4,90.3,1.75,0,248,0
3,Enterprise,0,Enterprise,Europe,36-50,49.6,2306.86,236714.96,High Value,66.95,0,56,> 2 years,0.428,0.626,55.9,34299.0,2,46.2,-0.127,-0.109,0,3.5,10,4.3,0,0,3,100.0,8.89,0,82,0
3,Enterprise,2,Standard,LATAM,50+,59.4,562.46,50208.3,Mid Value,1064.58,0,59,> 2 years,0.621,0.663,26.4,41516.0,8,43.7,-0.228,-0.26,7,2.7,6,2.9,1,0,2,81.0,63.07,0,266,0
2,Mid-Market,0,Standard,Europe,36-50,67.8,2092.53,71789.46,Mid Value,371.32,1,14,1-2 years,0.488,0.594,24.3,15418.0,8,39.2,0.076,0.113,0,1.3,5,3.6,0,0,4,73.8,48.86,0,70,0
2,Mid-Market,1,Premium,North America,18-25,29.5,368.81,17667.75,High Value,136.29,2,22,1-2 years,0.164,0.087,2.5,288.0,3,45.5,-0.529,-0.583,19,6.3,3,1.8,0,2,0,23.4,-17.77,0,89,1
3,Enterprise,2,Standard,Europe,26-35,71.4,1860.44,109563.58,High Value,63.53,0,23,1-2 years,0.449,0.885,13.5,56127.0,6,88.9,0.931,0.844,2,2.7,10,4.5,1,0,3,76.7,32.55,0,158,0
3,Enterprise,1,Standard,Europe,50+,48.1,864.08,25076.14,Low Value,1260.01,0,10,6-12 months,0.715,0.372,53.8,29490.0,10,54.5,0.031,-0.002,7,1.6,10,4.2,1,0,3,68.7,66.86,0,63,0
2,Mid-Market,1,Premium,North America,36-50,82.6,1959.92,153512.75,High Value,734.4,1,36,> 2 years,0.743,0.635,53.9,97721.0,2,60.1,1.084,1.316,4,2.0,8,4.0,1,0,1,78.5,71.73,0,337,0
2,Mid-Market,1,Basic,APAC,26-35,72.3,1887.64,100746.7,High Value,556.2,0,11,6-12 months,0.328,0.896,44.7,34055.0,10,82.3,0.516,0.679,6,3.0,6,4.1,1,0,1,80.9,51.0,0,80,0
3,Enterprise,2,Standard,Europe,36-50,78.8,1646.35,171377.32,High Value,940.44,2,53,> 2 years,0.419,0.589,57.7,99925.0,9,79.6,0.885,0.693,7,4.9,7,3.8,0,1,3,89.7,30.61,1,326,0
2,Mid-Market,1,Standard,Europe,26-35,88.8,929.96,18102.44,Low Value,325.24,2,34,> 2 years,0.353,0.118,58.9,70916.0,1,97.8,-0.249,-0.248,3,1.8,5,4.1,1,0,2,92.3,59.69,0,199,0
3,Enterprise,0,Standard,North America,36-50,62.0,1372.03,120088.37,High Value,1012.01,1,47,> 2 years,0.255,0.828,14.8,9667.0,10,70.5,0.566,0.493,5,1.9,10,4.7,1,0,3,100.0,-2.15,0,283,0
1,SMB,1,Enterprise,North America,26-35,79.9,1203.28,35186.98,Mid Value,373.55,1,53,> 2 years,0.698,0.801,25.0,32875.0,8,98.4,-0.093,-0.112,5,2.3,8,5.0,1,0,3,73.9,27.45,0,330,0
2,Mid-Market,1,Standard,APAC,18-25,73.2,2007.48,96670.2,High Value,696.45,0,58,> 2 years,0.738,0.63,47.0,69642.0,8,87.8,0.461,0.41,7,1.4,6,2.9,0,0,3,55.1,3.3,0,79,0
1,SMB,1,Standard,LATAM,36-50,63.6,1251.59,20432.27,Low Value,723.07,1,49,> 2 years,0.555,0.844,35.0,51934.0,1,72.0,-0.135,-0.152,2,4.5,5,3.5,0,0,3,64.2,15.14,0,270,0
1,SMB,0,Standard,Europe,36-50,66.6,148.41,1378.35,Low Value,45.61,2,12,6-12 months,0.093,0.36,8.2,4584.0,1,5.0,-0.88,-0.769,9,7.0,2,1.6,0,0,1,30.7,0.76,1,-26,1
1,SMB,1,Standard,LATAM,36-50,53.1,961.66,8058.05,Low Value,168.41,1,44,> 2 years,0.278,0.629,16.6,25759.0,1,99.0,0.672,0.773,0,4.4,7,5.0,0,1,4,67.8,3.71,0,89,0
1,SMB,1,Premium,Europe,26-35,83.8,386.46,9000.04,Low Value,745.86,0,36,> 2 years,0.765,0.335,27.2,61072.0,4,74.5,0.71,0.768,1,3.8,6,4.4,0,1,1,89.2,12.51,1,185,0
3,Enterprise,0,Premium,LATAM,26-35,40.0,1496.28,128118.04,High Value,597.84,0,65,> 2 years,0.529,0.816,33.3,95569.0,5,62.5,0.381,0.278,7,0.8,7,4.3,0,0,4,92.2,27.35,0,336,0
1,SMB,0,Standard,LATAM,26-35,71.9,1875.66,70138.02,Mid Value,770.17,0,55,> 2 years,0.766,0.759,5.1,36946.0,9,74.4,0.758,0.754,6,5.1,5,3.9,1,0,2,100.0,11.94,0,361,0
3,Enterprise,0,Standard,North America,26-35,75.5,1995.14,191458.99,High Value,580.06,0,66,> 2 years,0.419,0.903,27.2,50002.0,7,61.3,0.086,0.162,6,0.2,8,3.4,1,3,2,73.4,12.15,0,362,0
2,Mid-Market,1,Standard,Europe,36-50,43.4,1662.73,105627.57,High Value,759.55,1,64,> 2 years,0.222,0.729,15.5,85857.0,1,78.7,0.049,0.083,1,0.3,6,3.5,1,0,3,84.3,-1.36,0,93,0
2,Mid-Market,0,Standard,North America,36-50,62.3,2266.62,61846.88,Mid Value,127.54,1,3,< 6 months,0.412,0.77,46.8,21518.0,10,30.0,0.109,0.072,7,3.7,9,3.8,1,0,2,95.2,65.69,0,290,0
2,Mid-Market,0,Basic,APAC,36-50,74.3,1648.84,131392.22,High Value,1202.26,0,30,> 2 years,0.468,0.555,46.3,80313.0,8,33.5,0.94,0.698,6,1.5,6,2.6,1,1,3,71.4,14.57,0,65,0
2,Mid-Market,0,Standard,APAC,36-50,79.9,1038.3,39180.23,Mid Value,581.07,0,59,> 2 years,0.595,0.43,7.7,15380.0,5,97.7,0.002,-0.059,1,1.8,7,3.0,1,0,4,78.3,56.15,0,304,0
3,Enterprise,0,Standard,North America,26-35,74.7,2230.74,201200.21,High Value,1124.14,2,14,1-2 years,0.596,0.535,12.9,81581.0,10,93.5,0.237,0.225,5,0.2,6,4.6,0,1,4,91.7,25.39,0,44,0
1,SMB,1,Premium,Europe,26-35,58.9,1356.96,31584.19,Low Value,511.87,0,50,> 2 years,0.619,0.606,48.6,52193.0,5,68.1,0.579,0.486,5,0.2,5,4.7,0,0,3,73.3,44.29,1,346,0
3,Enterprise,1,Standard,North America,36-50,29.0,237.34,15707.86,High Value,100.06,3,3,< 6 months,0.199,0.568,2.6,4274.0,2,31.2,-0.013,0.016,7,5.1,6,2.1,0,0,2,21.6,-11.69,0,56,1
1,SMB,1,Basic,APAC,50+,34.5,94.29,1604.46,Low Value,67.99,2,1,< 6 months,0.058,0.226,11.2,3858.0,1,85.0,-0.217,-0.176,6,6.5,5,1.7,1,2,0,43.7,-22.71,1,12,1
2,Mid-Market,0,Enterprise,Europe,36-50,76.0,1876.08,50860.56,Mid Value,598.99,0,30,> 2 years,0.526,0.67,20.5,7039.0,8,55.7,0.63,0.598,6,3.4,9,3.8,0,0,4,44.5,70.51,0,210,0
3,Enterprise,2,Enterprise,North America,36-50,86.2,279.92,21939.95,Low Value,1213.4,0,27,> 2 years,0.474,0.641,37.4,53528.0,6,55.6,-0.103,-0.125,1,2.7,8,4.6,1,0,1,70.5,21.87,0,229,0
2,Mid-Market,0,Basic,LATAM,50+,70.9,941.36,19252.82,Low Value,851.56,2,53,> 2 years,0.778,0.56,30.2,46263.0,3,59.0,0.716,0.755,1,4.9,8,4.5,1,0,2,56.3,50.73,1,143,0
1,SMB,2,Premium,North America,50+,53.6,404.33,10067.29,Mid Value,40.8,4,23,1-2 years,0.354,0.474,12.0,3730.0,3,5.2,-0.184,-0.217,15,0.2,3,2.1,0,0,2,18.3,-15.6,0,66,1
1,SMB,0,Premium,Europe,50+,81.5,1210.33,25537.07,Low Value,1425.94,0,57,> 2 years,0.526,0.533,8.8,85903.0,10,83.5,0.943,0.645,2,1.6,7,4.4,0,2,4,72.2,22.23,0,180,0
